Fecha,Día,Local,Resultado,Visitante,Año,Tipo de Torneo,Estadio
Fecha 1,10 de julio,Junior,2  -  1,Unión Magdalena,2005,Finalización,
Fecha 1,10 de julio,Medellín,0  -  1,Deportivo Cali,2005,Finalización,
Fecha 1,10 de julio,Pereira,1  -  0,Bucaramanga,2005,Finalización,
Fecha 1,10 de julio,Millonarios,2  -  1,Envigado,2005,Finalización,
Fecha 1,10 de julio,Huila,3  -  0,Boyacá Chicó,2005,Finalización,
Fecha 10,2 de abril,Deportivo Cali,3  -  3,Atlético Nacional,2005,Apertura,
Fecha 10,2 de abril,Envigado,2  -  1,Santa Fe,2005,Apertura,
Fecha 10,3 de abril,Magdalena,0  -  0,Tolima,2005,Apertura,
Fecha 10,3 de abril,Bucaramanga,1  -  1,Once Caldas,2005,Apertura,
Fecha 10,3 de abril,Boyacá Chicó,3  -  4,Pasto,2005,Apertura,
Fecha 10,3 de abril,Huila,2  -  0,Quindío,2005,Apertura,
Fecha 10,3 de abril,Millonarios,2  -  1,Cartagena,2005,Apertura,
Fecha 10,3 de abril,Pereira,1  -  2,América de Cali,2005,Apertura,
Fecha 10,3 de abril,Medellín,1  -  0,Junior,2005,Apertura,
Fecha 10,10 de septiembre,América de Cali,0  -  1,Pereira,2005,Finalización,
Fecha 10,11 de septiembre,Tolima,1  -  1,Unión Magdalena,2005,Finalización,
Fecha 10,11 de septiembre,Atlético Nacional,5  -  0,Deportivo Cali,2005,Finalización,
Fecha 10,11 de septiembre,Santa Fe,0  -  0,Envigado,2005,Finalización,
Fecha 10,11 de septiembre,Pasto,1  -  1,Boyacá Chicó,2005,Finalización,
Fecha 10,11 de septiembre,Quindío,0  -  1,Huila,2005,Finalización,
Fecha 10,11 de septiembre,Real Cartagena,3  -  1,Millonarios,2005,Finalización,
Fecha 10,11 de septiembre,Junior,2  -  3,Medellín,2005,Finalización,
Fecha 10,11 de septiembre,Once Caldas,0  -  0,Bucaramanga,2005,Finalización,
Fecha 11,6 de abril,Tolima,1  -  1[12]​,Junior,2005,Apertura,
Fecha 11,6 de abril,Quindío,3  -  3,Millonarios,2005,Apertura,
Fecha 11,6 de abril,Pasto,3  -  1,Huila,2005,Apertura,
Fecha 11,6 de abril,Santa Fe,1  -  0,Boyacá Chicó,2005,Apertura,
Fecha 11,6 de abril,Once Caldas,2  -  2,Envigado,2005,Apertura,
Fecha 11,6 de abril,Atlético Nacional,3  -  2,Bucaramanga,2005,Apertura,
Fecha 11,6 de abril,Magdalena,2  -  0,Deportivo Cali,2005,Apertura,
Fecha 11,6 de abril,América de Cali,3  -  2,Medellín,2005,Apertura,
Fecha 11,6 de abril,Cartagena,1  -  1,Pereira,2005,Apertura,
Fecha 11,17 de septiembre,Bucaramanga,2  -  1,Atlético Nacional,2005,Finalización,
Fecha 11,18 de septiembre,Junior,1  -  0,Tolima,2005,Finalización,
Fecha 11,18 de septiembre,Medellín,3  -  1,América de Cali,2005,Finalización,
Fecha 11,18 de septiembre,Pereira,1  -  0,Real Cartagena,2005,Finalización,
Fecha 11,18 de septiembre,Millonarios,1  -  0,Quindío,2005,Finalización,
Fecha 11,18 de septiembre,Huila,0  -  4,Pasto,2005,Finalización,
Fecha 11,18 de septiembre,Boyacá Chicó,0  -  1,Santa Fe,2005,Finalización,
Fecha 11,18 de septiembre,Envigado,1  -  2,Once Caldas,2005,Finalización,
Fecha 11,18 de septiembre,Deportivo Cali,4  -  2,Unión Magdalena,2005,Finalización,
Fecha 12,9 de abril,Envigado,2  -  4,Atlético Nacional,2005,Apertura,
Fecha 12,10 de abril,Deportivo Cali,1  -  2,Tolima,2005,Apertura,
Fecha 12,10 de abril,Bucaramanga,2  -  1,Magdalena,2005,Apertura,
Fecha 12,10 de abril,Junior,5  -  3,América de Cali,2005,Apertura,
Fecha 12,10 de abril,Boyacá Chicó,1  -  1,Once Caldas,2005,Apertura,
Fecha 12,10 de abril,Huila,0  -  0,Santa Fe,2005,Apertura,
Fecha 12,10 de abril,Millonarios,2  -  2,Pasto,2005,Apertura,
Fecha 12,10 de abril,Pereira,1  -  1,Quindío,2005,Apertura,
Fecha 12,10 de abril,Medellín,2  -  1,Cartagena,2005,Apertura,
Fecha 12,24 de septiembre,Real Cartagena,1  -  3,Medellín,2005,Finalización,
Fecha 12,25 de septiembre,Tolima,2  -  0,Deportivo Cali,2005,Finalización,
Fecha 12,25 de septiembre,Unión Magdalena,0  -  2,Bucaramanga,2005,Finalización,
Fecha 12,25 de septiembre,Atlético Nacional,1  -  0,Envigado,2005,Finalización,
Fecha 12,25 de septiembre,Once Caldas,2  -  1,Boyacá Chicó,2005,Finalización,
Fecha 12,25 de septiembre,Santa Fe,1  -  0,Huila,2005,Finalización,
Fecha 12,25 de septiembre,Pasto,1  -  0,Millonarios,2005,Finalización,
Fecha 12,25 de septiembre,Quindío,3  -  2,Pereira,2005,Finalización,
Fecha 12,25 de septiembre,América de Cali,4  -  1,Junior,2005,Finalización,
Fecha 13,16 de abril,Atlético Nacional,2  -  0,Boyacá Chicó,2005,Apertura,
Fecha 13,17 de abril,Tolima,0  -  0,América de Cali,2005,Apertura,
Fecha 13,17 de abril,Cartagena,3  -  1,Junior,2005,Apertura,
Fecha 13,17 de abril,Quindío,0  -  0,Medellín,2005,Apertura,
Fecha 13,17 de abril,Santa Fe,0  -  1,Millonarios,2005,Apertura,
Fecha 13,17 de abril,Once Caldas,1  -  0,Huila,2005,Apertura,
Fecha 13,17 de abril,Pasto,0  -  0,Pereira,2005,Apertura,
Fecha 13,17 de abril,Magdalena,1  -  3,Envigado,2005,Apertura,
Fecha 13,17 de abril,Deportivo Cali,2  -  0,Bucaramanga,2005,Apertura,
Fecha 13,1 de octubre,Millonarios,1  -  3,Santa Fe,2005,Finalización,
Fecha 13,2 de octubre,Junior,0  -  0,Real Cartagena,2005,Finalización,
Fecha 13,2 de octubre,Bucaramanga,1  -  1,Deportivo Cali,2005,Finalización,
Fecha 13,2 de octubre,América de Cali,0  -  2,Tolima,2005,Finalización,
Fecha 13,2 de octubre,Medellín,4  -  0,Quindío,2005,Finalización,
Fecha 13,2 de octubre,Pereira,5  -  3,Pasto,2005,Finalización,
Fecha 13,2 de octubre,Huila,3  -  3,Once Caldas,2005,Finalización,
Fecha 13,2 de octubre,Boyacá Chicó,0  -  0,Atlético Nacional,2005,Finalización,
Fecha 13,2 de octubre,Envigado,2  -  1,Unión Magdalena,2005,Finalización,
Fecha 14,23 de abril,Millonarios,0  -  3,Once Caldas,2005,Apertura,
Fecha 14,23 de abril,América de Cali,2  -  1,Cartagena,2005,Apertura,
Fecha 14,24 de abril,Bucaramanga,0  -  0,Tolima,2005,Apertura,
Fecha 14,24 de abril,Envigado,0  -  0,Deportivo Cali,2005,Apertura,
Fecha 14,24 de abril,Boyacá Chicó,1  -  0,Magdalena,2005,Apertura,
Fecha 14,24 de abril,Huila,0  -  0,Atlético Nacional,2005,Apertura,
Fecha 14,24 de abril,Pereira,0  -  1,Santa Fe,2005,Apertura,
Fecha 14,24 de abril,Medellín,2  -  1,Pasto,2005,Apertura,
Fecha 14,24 de abril,Junior,3  -  1,Quindío,2005,Apertura,
Fecha 14,15 de octubre,Real Cartagena,2  -  1,América de Cali,2005,Finalización,
Fecha 14,16 de octubre,Tolima,1  -  0,Bucaramanga,2005,Finalización,
Fecha 14,16 de octubre,Deportivo Cali,1  -  1,Envigado,2005,Finalización,
Fecha 14,16 de octubre,Unión Magdalena,2  -  2,Boyacá Chicó,2005,Finalización,
Fecha 14,16 de octubre,Atlético Nacional,1  -  2,Huila,2005,Finalización,
Fecha 14,16 de octubre,Once Caldas,2  -  1,Millonarios,2005,Finalización,
Fecha 14,16 de octubre,Santa Fe,4  -  2,Pereira,2005,Finalización,
Fecha 14,16 de octubre,Pasto,0  -  1,Medellín,2005,Finalización,
Fecha 14,16 de octubre,Quindío,3  -  1,Junior,2005,Finalización,
Fecha 15,30 de abril,Santa Fe,2  -  1,Medellín,2005,Apertura,
Fecha 15,1 de mayo,Tolima,1  -  2,Cartagena,2005,Apertura,
Fecha 15,1 de mayo,Quindío,1  -  0,América de Cali,2005,Apertura,
Fecha 15,1 de mayo,Pasto,2  -  1,Junior,2005,Apertura,
Fecha 15,1 de mayo,Once Caldas,1  -  0,Pereira,2005,Apertura,
Fecha 15,1 de mayo,Atlético Nacional,1  -  1,Millonarios,2005,Apertura,
Fecha 15,1 de mayo,Magdalena,0  -  1,Huila,2005,Apertura,
Fecha 15,1 de mayo,Deportivo Cali,1  -  0,Boyacá Chicó,2005,Apertura,
Fecha 15,1 de mayo,Bucaramanga,0  -  0,Envigado,2005,Apertura,
Fecha 15,19 de octubre,Real Cartagena,2  -  1,Tolima,2005,Finalización,
Fecha 15,19 de octubre,América de Cali,2  -  2,Quindío,2005,Finalización,
Fecha 15,19 de octubre,Junior,1  -  0,Pasto,2005,Finalización,
Fecha 15,19 de octubre,Huila,0  -  0,Unión Magdalena,2005,Finalización,
Fecha 15,19 de octubre,Medellín,1  -  0,Santa Fe,2005,Finalización,
Fecha 15,19 de octubre,Pereira,0  -  2,Once Caldas,2005,Finalización,
Fecha 15,19 de octubre,Millonarios,0  -  0,Atlético Nacional,2005,Finalización,
Fecha 15,19 de octubre,Boyacá Chicó,0  -  0,Deportivo Cali,2005,Finalización,
Fecha 15,19 de octubre,Envigado,2  -  2,Bucaramanga,2005,Finalización,
Fecha 16,7 de mayo,Envigado,2  -  0,Tolima,2005,Apertura,
Fecha 16,7 de mayo,Boyacá Chicó,2  -  0,Bucaramanga,2005,Apertura,
Fecha 16,7 de mayo,Huila,2  -  0,Deportivo Cali,2005,Apertura,
Fecha 16,7 de mayo,Millonarios,1  -  0,Magdalena,2005,Apertura,
Fecha 16,7 de mayo,Pereira,1  -  1,Atlético Nacional,2005,Apertura,
Fecha 16,7 de mayo,Medellín,1  -  0,Once Caldas,2005,Apertura,
Fecha 16,7 de mayo,Junior,1  -  1,Santa Fe,2005,Apertura,
Fecha 16,7 de mayo,América de Cali,1  -  0,Pasto,2005,Apertura,
Fecha 16,7 de mayo,Cartagena,1  -  0,Quindío,2005,Apertura,
Fecha 16,22 de octubre,Santa Fe,1  -  0,Junior,2005,Finalización,
Fecha 16,23 de octubre,Tolima,4  -  1,Envigado,2005,Finalización,
Fecha 16,23 de octubre,Bucaramanga,1  -  1,Boyacá Chicó,2005,Finalización,
Fecha 16,23 de octubre,Deportivo Cali,2  -  0,Huila,2005,Finalización,
Fecha 16,23 de octubre,Unión Magdalena,1  -  1,Millonarios,2005,Finalización,
Fecha 16,23 de octubre,Atlético Nacional,0  -  0,Pereira,2005,Finalización,
Fecha 16,23 de octubre,Once Caldas,3  -  0,Medellín,2005,Finalización,
Fecha 16,23 de octubre,Pasto,2  -  0,América de Cali,2005,Finalización,
Fecha 16,23 de octubre,Quindío,1  -  0,Real Cartagena,2005,Finalización,
Fecha 17,11 de mayo,Tolima,3  -  0,Quindío,2005,Apertura,
Fecha 17,11 de mayo,Pasto,1  -  1,Cartagena,2005,Apertura,
Fecha 17,11 de mayo,Santa Fe,2  -  5,América de Cali,2005,Apertura,
Fecha 17,11 de mayo,Once Caldas,2  -  1,Junior,2005,Apertura,
Fecha 17,11 de mayo,Atlético Nacional,3  -  1,Medellín,2005,Apertura,
Fecha 17,11 de mayo,Magdalena,1  -  1,Pereira,2005,Apertura,
Fecha 17,11 de mayo,Deportivo Cali,4  -  2,Millonarios,2005,Apertura,
Fecha 17,11 de mayo,Bucaramanga,2  -  0,Huila,2005,Apertura,
Fecha 17,11 de mayo,Envigado,1  -  2,Boyacá Chicó,2005,Apertura,
Fecha 17,29 de octubre,América de Cali,2  -  2,Santa Fe,2005,Finalización,
Fecha 17,30 de octubre,Boyacá Chicó,1  -  0,Envigado,2005,Finalización,
Fecha 17,30 de octubre,Huila,0  -  3,Bucaramanga,2005,Finalización,
Fecha 17,30 de octubre,Junior,1  -  0,Once Caldas,2005,Finalización,
Fecha 17,30 de octubre,Medellín,1  -  1,Atlético Nacional,2005,Finalización,
Fecha 17,30 de octubre,Millonarios,1  -  2,Deportivo Cali,2005,Finalización,
Fecha 17,30 de octubre,Pereira,3  -  0,Unión Magdalena,2005,Finalización,
Fecha 17,30 de octubre,Quindío,1  -  0,Tolima,2005,Finalización,
Fecha 17,30 de octubre,Real Cartagena,1  -  0,Pasto,2005,Finalización,
Fecha 18,15 de mayo,Boyacá Chicó,0  -  0,Tolima,2005,Apertura,
Fecha 18,15 de mayo,Huila,2  -  1,Envigado,2005,Apertura,
Fecha 18,15 de mayo,Millonarios,1  -  1,Bucaramanga,2005,Apertura,
Fecha 18,15 de mayo,Pereira,0  -  2,Deportivo Cali,2005,Apertura,
Fecha 18,15 de mayo,Medellín,5  -  0,Magdalena,2005,Apertura,
Fecha 18,15 de mayo,América de Cali,1  -  1,Once Caldas,2005,Apertura,
Fecha 18,15 de mayo,Junior,2  -  0,Atlético Nacional,2005,Apertura,
Fecha 18,15 de mayo,Cartagena,0  -  2,Santa Fe,2005,Apertura,
Fecha 18,15 de mayo,Quindío,1  -  1,Pasto,2005,Apertura,
Fecha 18,6 de noviembre,Tolima,1  -  1,Boyacá Chicó,2005,Finalización,
Fecha 18,6 de noviembre,Envigado,1  -  1,Huila,2005,Finalización,
Fecha 18,6 de noviembre,Bucaramanga,2  -  2,Millonarios,2005,Finalización,
Fecha 18,6 de noviembre,Deportivo Cali,3  -  0,Pereira,2005,Finalización,
Fecha 18,6 de noviembre,Unión Magdalena,0  -  2,Medellín,2005,Finalización,
Fecha 18,6 de noviembre,Once Caldas,1  -  0,América de Cali,2005,Finalización,
Fecha 18,6 de noviembre,Atlético Nacional,0  -  1,Junior,2005,Finalización,
Fecha 18,6 de noviembre,Santa Fe,1  -  0,Real Cartagena,2005,Finalización,
Fecha 18,6 de noviembre,Pasto,1  -  0,Quindío,2005,Finalización,
Fecha 2,16 de febrero,Huila,0  -  0,Tolima,2005,Apertura,
Fecha 2,16 de febrero,Millonarios,2  -  2,Boyacá Chicó,2005,Apertura,
Fecha 2,16 de febrero,Pereira,1  -  1,Envigado,2005,Apertura,
Fecha 2,16 de febrero,Medellín,0  -  1,Bucaramanga,2005,Apertura,
Fecha 2,16 de febrero,Cartagena,1  -  3,Atlético Nacional,2005,Apertura,
Fecha 2,16 de febrero,Quindío,0  -  1,Once Caldas,2005,Apertura,
Fecha 2,16 de febrero,Pasto,1  -  1,Santa Fe,2005,Apertura,
Fecha 2,16 de febrero,Junior,3  -  3[5]​,Deportivo Cali,2005,Apertura,
Fecha 2,16 de febrero,América de Cali,2  -  1[7]​,Magdalena,2005,Apertura,
Fecha 2,16 de julio,Deportivo Cali,4  -  1,Junior,2005,Finalización,
Fecha 2,17 de julio,Tolima,2  -  0,Huila,2005,Finalización,
Fecha 2,17 de julio,Boyacá Chicó,0  -  2,Millonarios,2005,Finalización,
Fecha 2,17 de julio,Envigado,2  -  1,Pereira,2005,Finalización,
Fecha 2,17 de julio,Bucaramanga,4  -  0,Medellín,2005,Finalización,
Fecha 2,17 de julio,Unión Magdalena,1  -  3,América de Cali,2005,Finalización,
Fecha 2,17 de julio,Atlético Nacional,1  -  1,Real Cartagena,2005,Finalización,
Fecha 2,17 de julio,Once Caldas,1  -  0,Quindío,2005,Finalización,
Fecha 2,17 de julio,Santa Fe,2  -  0,Pasto,2005,Finalización,
Fecha 3,19 de febrero,Atlético Nacional,3  -  0,Quindío,2005,Apertura,
Fecha 3,20 de febrero,Santa Fe,0  -  2,Tolima,2005,Apertura,
Fecha 3,20 de febrero,Magdalena,0  -  1,Cartagena,2005,Apertura,
Fecha 3,20 de febrero,Bucaramanga,0  -  2,Junior,2005,Apertura,
Fecha 3,20 de febrero,Envigado,3  -  3,Medellín,2005,Apertura,
Fecha 3,20 de febrero,Boyacá Chicó,2  -  1,Pereira,2005,Apertura,
Fecha 3,20 de febrero,Huila,1  -  1,Millonarios,2005,Apertura,
Fecha 3,20 de febrero,Once Caldas,1  -  1[8]​,Pasto,2005,Apertura,
Fecha 3,20 de febrero,América de Cali,0  -  0[8]​,Deportivo Cali,2005,Apertura,
Fecha 3,23 de julio,Millonarios,2  -  0,Huila,2005,Finalización,
Fecha 3,24 de julio,Tolima,2  -  1,Santa Fe,2005,Finalización,
Fecha 3,24 de julio,Pasto,0  -  0,Once Caldas,2005,Finalización,
Fecha 3,24 de julio,Quindío,1  -  1,Atlético Nacional,2005,Finalización,
Fecha 3,24 de julio,Real Cartagena,2  -  1,Unión Magdalena,2005,Finalización,
Fecha 3,24 de julio,Junior,0  -  0,Bucaramanga,2005,Finalización,
Fecha 3,24 de julio,Medellín,1  -  1,Envigado,2005,Finalización,
Fecha 3,24 de julio,Pereira,2  -  0,Boyacá Chicó,2005,Finalización,
Fecha 3,24 de julio,América de Cali,2  -  0,Deportivo Cali,2005,Finalización,
Fecha 4,26 de febrero,Santa Fe,1  -  0,Once Caldas,2005,Apertura,
Fecha 4,27 de febrero,Tolima,3  -  3,Millonarios,2005,Apertura,
Fecha 4,27 de febrero,Pereira,0  -  0,Huila,2005,Apertura,
Fecha 4,27 de febrero,Junior,3  -  2,Envigado,2005,Apertura,
Fecha 4,27 de febrero,América de Cali,1  -  2,Bucaramanga,2005,Apertura,
Fecha 4,27 de febrero,Cartagena,0  -  1,Deportivo Cali,2005,Apertura,
Fecha 4,27 de febrero,Quindío,2  -  0,Magdalena,2005,Apertura,
Fecha 4,27 de febrero,Pasto,1  -  1,Atlético Nacional,2005,Apertura,
Fecha 4,27 de febrero,Medellín,1  -  0[9]​,Boyacá Chicó,2005,Apertura,
Fecha 4,30 de julio,Once Caldas,0  -  0,Santa Fe,2005,Finalización,
Fecha 4,31 de julio,Millonarios,2  -  0,Tolima,2005,Finalización,
Fecha 4,31 de julio,Envigado,3  -  0,Junior,2005,Finalización,
Fecha 4,31 de julio,Boyacá Chicó,2  -  1,Medellín,2005,Finalización,
Fecha 4,31 de julio,Bucaramanga,0  -  2,América de Cali,2005,Finalización,
Fecha 4,31 de julio,Deportivo Cali,2  -  2,Real Cartagena,2005,Finalización,
Fecha 4,31 de julio,Unión Magdalena,0  -  1,Quindío,2005,Finalización,
Fecha 4,31 de julio,Atlético Nacional,1  -  0,Pasto,2005,Finalización,
Fecha 4,31 de julio,Huila,1  -  2,Pereira,2005,Finalización,
Fecha 5,2 de marzo,Atlético Nacional,1  -  1,Santa Fe,2005,Apertura,
Fecha 5,2 de marzo,Magdalena,2  -  0,Pasto,2005,Apertura,
Fecha 5,2 de marzo,Deportivo Cali,3  -  0,Quindío,2005,Apertura,
Fecha 5,2 de marzo,Bucaramanga,0  -  1,Cartagena,2005,Apertura,
Fecha 5,2 de marzo,Envigado,1  -  1,América de Cali,2005,Apertura,
Fecha 5,2 de marzo,Huila,1  -  0,Medellín,2005,Apertura,
Fecha 5,2 de marzo,Millonarios,3  -  2,Pereira,2005,Apertura,
Fecha 5,2 de marzo,Once Caldas,1  -  2[6]​,Tolima,2005,Apertura,
Fecha 5,2 de marzo,Boyacá Chicó,2  -  0[10]​,Junior,2005,Apertura,
Fecha 5,3 de agosto,Tolima,3  -  1,Once Caldas,2005,Finalización,
Fecha 5,3 de agosto,Santa Fe,1  -  2,Atlético Nacional,2005,Finalización,
Fecha 5,3 de agosto,Pasto,1  -  1,Unión Magdalena,2005,Finalización,
Fecha 5,3 de agosto,Quindío,1  -  1,Deportivo Cali,2005,Finalización,
Fecha 5,3 de agosto,Real Cartagena,3  -  0,Bucaramanga,2005,Finalización,
Fecha 5,3 de agosto,América de Cali,1  -  0,Envigado,2005,Finalización,
Fecha 5,3 de agosto,Junior,2  -  1,Boyacá Chicó,2005,Finalización,
Fecha 5,3 de agosto,Medellín,4  -  1,Huila,2005,Finalización,
Fecha 5,3 de agosto,Pereira,0  -  2,Millonarios,2005,Finalización,
Fecha 6,5 de marzo,Medellín,2  -  1,Millonarios,2005,Apertura,
Fecha 6,6 de marzo,Tolima,2  -  0,Pereira,2005,Apertura,
Fecha 6,6 de marzo,Junior,1  -  0,Huila,2005,Apertura,
Fecha 6,6 de marzo,América de Cali,1  -  1,Boyacá Chicó,2005,Apertura,
Fecha 6,6 de marzo,Cartagena,0  -  1,Envigado,2005,Apertura,
Fecha 6,6 de marzo,Quindío,2  -  1,Bucaramanga,2005,Apertura,
Fecha 6,6 de marzo,Pasto,1  -  0,Deportivo Cali,2005,Apertura,
Fecha 6,6 de marzo,Santa Fe,0  -  0,Magdalena,2005,Apertura,
Fecha 6,6 de marzo,Once Caldas,0  -  2,Atlético Nacional,2005,Apertura,
Fecha 6,6 de agosto,Millonarios,1  -  0,Medellín,2005,Finalización,
Fecha 6,7 de agosto,Pereira,2  -  0,Tolima,2005,Finalización,
Fecha 6,7 de agosto,Huila,1  -  2,Junior,2005,Finalización,
Fecha 6,7 de agosto,Boyacá Chicó,1  -  0,América de Cali,2005,Finalización,
Fecha 6,7 de agosto,Envigado,1  -  1,Real Cartagena,2005,Finalización,
Fecha 6,7 de agosto,Bucaramanga,2  -  0,Quindío,2005,Finalización,
Fecha 6,7 de agosto,Deportivo Cali,2  -  2,Pasto,2005,Finalización,
Fecha 6,7 de agosto,Unión Magdalena,1  -  1,Santa Fe,2005,Finalización,
Fecha 6,7 de agosto,Atlético Nacional,2  -  1,Once Caldas,2005,Finalización,
Fecha 7,12 de marzo,Deportivo Cali,1  -  1,Santa Fe,2005,Apertura,
Fecha 7,13 de marzo,Atlético Nacional,1  -  3,Tolima,2005,Apertura,
Fecha 7,13 de marzo,Magdalena,1  -  1,Once Caldas,2005,Apertura,
Fecha 7,13 de marzo,Bucaramanga,2  -  0,Pasto,2005,Apertura,
Fecha 7,13 de marzo,Envigado,3  -  0,Quindío,2005,Apertura,
Fecha 7,13 de marzo,Boyacá Chicó,1  -  2,Cartagena,2005,Apertura,
Fecha 7,13 de marzo,Huila,3  -  0,América de Cali,2005,Apertura,
Fecha 7,13 de marzo,Millonarios,0  -  0,Junior,2005,Apertura,
Fecha 7,13 de marzo,Pereira,3  -  0,Medellín,2005,Apertura,
Fecha 7,13 de agosto,Tolima,1  -  1,Atlético Nacional,2005,Finalización,
Fecha 7,14 de agosto,Once Caldas,4  -  0,Unión Magdalena,2005,Finalización,
Fecha 7,14 de agosto,Santa Fe,1  -  3,Deportivo Cali,2005,Finalización,
Fecha 7,14 de agosto,Pasto,1  -  0,Bucaramanga,2005,Finalización,
Fecha 7,14 de agosto,Quindío,2  -  0,Envigado,2005,Finalización,
Fecha 7,14 de agosto,Real Cartagena,2  -  1,Boyacá Chicó,2005,Finalización,
Fecha 7,14 de agosto,América de Cali,2  -  1,Huila,2005,Finalización,
Fecha 7,14 de agosto,Junior,4  -  3,Millonarios,2005,Finalización,
Fecha 7,14 de agosto,Medellín,2  -  0,Pereira,2005,Finalización,
Fecha 8,15 de marzo,Santa Fe,0  -  0,Bucaramanga,2005,Apertura,
Fecha 8,16 de marzo,Tolima,0  -  0,Medellín,2005,Apertura,
Fecha 8,16 de marzo,América de Cali,1  -  1,Millonarios,2005,Apertura,
Fecha 8,16 de marzo,Cartagena,1  -  1,Huila,2005,Apertura,
Fecha 8,16 de marzo,Quindío,1  -  0,Boyacá Chicó,2005,Apertura,
Fecha 8,16 de marzo,Pasto,2  -  1,Envigado,2005,Apertura,
Fecha 8,16 de marzo,Once Caldas,1  -  1,Deportivo Cali,2005,Apertura,
Fecha 8,16 de marzo,Atlético Nacional,2  -  0,Magdalena,2005,Apertura,
Fecha 8,16 de marzo,Junior,2  -  0[11]​,Pereira,2005,Apertura,
Fecha 8,20 de agosto,Deportivo Cali,3  -  0,Once Caldas,2005,Finalización,
Fecha 8,21 de agosto,Medellín,0  -  2,Tolima,2005,Finalización,
Fecha 8,21 de agosto,Pereira,2  -  1,Junior,2005,Finalización,
Fecha 8,21 de agosto,Huila,2  -  2,Real Cartagena,2005,Finalización,
Fecha 8,21 de agosto,Boyacá Chicó,0  -  2,Quindío,2005,Finalización,
Fecha 8,21 de agosto,Bucaramanga,3  -  0,Santa Fe,2005,Finalización,
Fecha 8,21 de agosto,Unión Magdalena,2  -  2,Atlético Nacional,2005,Finalización,
Fecha 8,21 de agosto,Millonarios,0  -  1,América de Cali,2005,Finalización,
Fecha 8,21 de agosto,Envigado,2  -  0,Pasto,2005,Finalización,
Fecha 9,19 de marzo,Millonarios,0  -  3,Santa Fe,2005,Apertura,
Fecha 9,20 de marzo,Pereira,2  -  2,Once Caldas,2005,Apertura,
Fecha 9,20 de marzo,Medellín,0  -  4,Atlético Nacional,2005,Apertura,
Fecha 9,20 de marzo,Junior,0  -  1,Magdalena,2005,Apertura,
Fecha 9,20 de marzo,Deportivo Cali,2  -  0,América de Cali,2005,Apertura,
Fecha 9,20 de marzo,Cartagena,1  -  0,Bucaramanga,2005,Apertura,
Fecha 9,20 de marzo,Quindío,1  -  4,Envigado,2005,Apertura,
Fecha 9,20 de marzo,Pasto,1  -  0,Boyacá Chicó,2005,Apertura,
Fecha 9,20 de marzo,Tolima,1  -  2,Huila,2005,Apertura,
Fecha 9,28 de agosto,Boyacá Chicó,0  -  2,Pasto,2005,Finalización,
Fecha 9,28 de agosto,Once Caldas,3  -  3,Pereira,2005,Finalización,
Fecha 9,28 de agosto,Santa Fe,1  -  0,Millonarios,2005,Finalización,
Fecha 9,28 de agosto,Atlético Nacional,3  -  2,Medellín,2005,Finalización,
Fecha 9,28 de agosto,Unión Magdalena,1  -  2,Junior,2005,Finalización,
Fecha 9,28 de agosto,Bucaramanga,2  -  1,Real Cartagena,2005,Finalización,
Fecha 9,28 de agosto,Deportivo Cali,1  -  2,América de Cali,2005,Finalización,
Fecha 9,28 de agosto,Envigado,2  -  1,Quindío,2005,Finalización,
Fecha 9,28 de agosto,Huila,2  -  1,Tolima,2005,Finalización,
Fecha 1,16 de julio de 2006,Atlético Nacional,2  -  1,Cúcuta,2006,Finalización,
Fecha 1,16 de julio de 2006,Millonarios,1  -  1,Huila,2006,Finalización,
Fecha 1,16 de julio de 2006,Pereira,2  -  1,Pasto,2006,Finalización,
Fecha 1,16 de julio de 2006,Bucaramanga,0  -  2,Medellín,2006,Finalización,
Fecha 1,16 de julio de 2006,Deportivo Cali,2  -  1,América de Cali,2006,Finalización,
Fecha 1,16 de julio de 2006,Envigado,1  -  3,Junior,2006,Finalización,
Fecha 1,16 de julio de 2006,Boyacá Chicó,3  -  0,Once Caldas,2006,Finalización,
Fecha 1,16 de julio de 2006,Tolima,2  -  0,Santa Fe,2006,Finalización,
